"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"2944","H. Twongirwe","People's Land of Maneau","MFDF","Old Mustangs",30,1990,18.81,-0.01,0.75,0.2,28.65,0.81,0.22,0.14,0.33,17.63,0.06,0.09,0.06,0.14,0.08,0.17,0.02,-0.07,83.17,95.86,86.85,1735.52,455.9,27.41,29.65,92.02,41.15,43.55,94.6,13.79,20.68,66.49,-0.04,0.06,-0.08,0.53,10.82,1.55,0.03,7.65,1.08,0.54,0.4,0.43,0.21,0.33,1.56,27.64,1.04,9.82,3.2,32.36,3.19,4.56,2.06,1.41,0.17,0.11,1.22,1.6,2.66,2.18,0,"A",2021
"2945","P. Saputra","People's Land of Maneau","MFDF","Old Mustangs",34,1986,11.97,-0.05,1.08,0.18,24.93,1.07,0.34,-0.02,0.02,22.74,0.05,-0.08,-0.1,0.1,0.03,0.02,-0.08,0.06,65.3,76.88,84.93,1232.33,356.46,27.87,30.39,92.24,27.89,31,89.64,8.87,12.34,71.93,0.1,0.14,0.04,1.06,6.49,2.1,0.42,7.48,2.24,1.08,0.62,1.39,0.2,0.83,2.99,27.87,2.14,17.57,5.81,33.05,4.45,10.11,2.99,3.38,0.32,0.07,2.96,1.34,3.51,1.83,0.01,"A",2021
"2946","A. Logose","Lylimi","MFFW","Old Mustangs",25,1995,3.27,0.29,2.14,0.88,42.98,2.25,0.84,0.23,0.38,16.33,-0.05,-0.01,0,0.2,0.14,0.18,0.12,0.17,33.56,42.03,79.88,481.44,100.64,20.05,22.08,90.33,12.04,14.71,81.66,0.98,3.62,25.08,-0.1,0.09,-0.05,0.07,3.27,0.52,0,1.14,1.24,1.01,0.21,0.69,0.37,0.01,3.57,0.02,3.74,24.77,7.6,30.47,5.82,12.33,6.59,-0.04,0.09,0.09,0,-0.07,1.27,0.89,-0.07,"A",2021
"2947","Q. Nakityo","Quewenia","MFFW","Old Mustangs",28,1991,6.28,-0.03,1.8,0.03,0,1.86,-0.07,0.06,NA,21.75,0.21,0.09,-0.02,0.14,0.08,0.11,-0.01,-0.11,57.35,68.79,83.68,1013.28,249.94,26.64,29.41,90.13,21.34,24.79,86.34,7.38,10.28,71.91,0.35,0.56,-0.1,2.99,3.99,4.19,0.81,6.35,1.07,0.57,0.68,0.25,0.2,0.41,0.98,33.28,0.61,16.17,5.24,33,3.51,5.82,6.81,1.29,-0.02,-0.07,1.37,0.64,1.56,0.09,0.05,"A",2021
"2955","T. Kafuko","Southslands","DFMF","Punctual Rustlers",31,1988,17.95,-0.01,0.72,0.17,33.22,0.64,0.25,-0.01,0.02,19.05,-0.09,-0.07,0.05,0,0.01,0.06,-0.04,-0.07,34.98,42.8,81.4,623.65,228.45,16.64,18.48,90.89,13.88,16.39,85.09,3.92,6.69,60.55,0.1,0.05,-0.03,1.01,1.77,0.69,0.23,2.31,2.12,1.51,1.34,0.45,0.29,1.01,2.27,42.51,1.32,13.41,4.13,30.19,7.43,4.1,2.04,2.14,0.46,-0.03,1.59,1.18,3.36,2.18,0.01,"A",2021
"2962","T. Zoabi","People's Land of Maneau","FWMF","Punctual Rustlers",19,2001,0.93,0.07,0,0.01,NA,0.03,-0.03,NA,NA,NA,-0.02,0.02,0.09,-0.06,-0.04,NA,0.01,0.04,21.98,26.03,84.5,364.99,94.03,12.01,13.02,92.26,7.93,8.05,100.09,1.92,3.93,49.9,-0.03,-0.04,0.04,0.91,0.98,2.04,0.1,2.9,3.07,1.99,2.96,0.03,0.03,-0.08,2.07,0.1,2.09,18.02,2.92,16.79,4.95,9.04,4.03,2.08,0.06,-0.08,1.96,1,3.96,0.94,-0.03,"A",2021
"2963","N. Namwanje","Western Niasland","FWMF","Punctual Rustlers",29,1991,19.62,0.35,1.88,0.91,51.31,1.86,1.02,0.24,0.23,19.56,0.25,-0.1,0.03,0.23,0.1,0.14,0.03,0.19,44.82,56.68,79.13,934.94,284.97,18.3,21.12,86.59,15.92,18.34,86.74,9.59,14.87,65.48,0.2,0.23,-0.02,2.26,5.25,2.17,0.4,6.76,0.96,0.79,0.31,0.61,0.18,0.49,2.24,18.65,1.77,12.89,3.07,24.38,3.86,5.99,2.9,1.17,0.04,0.01,1.25,0.74,1.75,0.1,-0.07,"A",2021
"2967","M. Nankwanga","Central Diasongo","MF","Punctual Rustlers",24,1995,0.08,-0.03,-0.09,-0.05,NA,-0.04,0.09,NA,NA,NA,0.05,-0.08,-0.07,-0.04,-0.1,NA,0.05,-0.04,59.95,89.98,66.73,1220,360.01,30.08,40,74.91,19.94,29.97,66.74,10.04,10,100.05,0.07,-0.01,0,0.01,9.99,-0.04,0.02,10.06,9.94,9.99,-0.08,9.91,0,-0.01,10.1,-0.03,10,39.91,19.96,49.92,-0.01,10,30.01,9.91,0.08,-0.05,10.09,-0.03,10.03,10.09,-0.04,"A",2021
"2968","B. Kor","Cuandbo","MF","Punctual Rustlers",30,1989,25,0.33,1.86,0.58,26.78,1.8,0.5,0.12,0.16,21.2,0.22,0.14,0.23,0.19,0.15,0.15,0.02,0,29.99,37.87,79.19,543.73,138.13,13.09,15.23,86.17,11.95,13.45,89.04,4.04,7.33,54.2,0.16,0.26,0.06,1.8,2.02,0.87,0.26,2.48,1.46,0.79,0.3,0.66,0.31,0.47,1.55,28.26,1.19,19.07,4.65,23.83,4.77,9.66,4.48,1.9,0.12,0.07,1.76,1.25,2.54,0.78,0.05,"A",2021
"2969","S. Peretz","Djipines","MF","Punctual Rustlers",22,1998,0.04,-0.07,0.05,0.02,NA,-0.09,0.02,NA,NA,NA,-0.01,0.03,0.04,0.09,-0.05,NA,0.03,-0.08,2.02,1.93,100.07,20.93,2.1,1.91,2.08,100.05,-0.09,0.02,NA,0.04,-0.09,NA,0.09,-0.06,-0.09,0.06,-0.07,-0.06,0.02,0.07,0.91,-0.08,0.01,1.06,-0.06,-0.01,-0.01,NA,0.04,1.04,-0.07,0.07,0.04,0.97,0.03,0.05,-0.06,0.08,-0.02,-0.01,0.95,-0.1,-0.09,"A",2021
"2970","K. Van den Berg *","Dosqaly","MF","Punctual Rustlers",27,1993,27.1,0,0.71,0.1,27.8,0.74,0.27,0.1,0.45,16.71,0,0.08,-0.08,0.04,0.18,0.08,0,0.08,42.24,49.14,85.98,738.91,150.94,19.12,21.66,87.92,17.82,19.78,90.38,4.28,5.33,79.63,0.2,0.13,0.02,0.69,2.47,0.8,-0.04,2.48,2.15,1.49,1.16,0.79,0.21,0.71,1.65,37.75,0.95,20.1,5.8,29.03,8.5,8.01,3.55,1.51,0.29,0.07,1.25,1.23,3.38,1.04,0.04,"A",2021
"2971","X. Muhwezi","Greri Landmoslands","MF","Punctual Rustlers",27,1993,17.42,0.04,0.88,0.27,21.47,0.78,0.1,0.09,0.01,25.1,0.09,-0.02,0.07,0,-0.03,-0.04,-0.06,-0.13,43.18,51.78,83.29,853.1,202.51,17.72,20.26,87.56,17.89,20.25,87.34,6.95,9.85,70.5,0.13,0.08,0.05,0.86,4.71,0.77,0.03,4.55,2.71,1.99,1.25,1.32,0.2,1.13,3.3,32.87,2.18,21.21,6.76,32.2,7.15,10.73,3.4,1.82,0.14,0.02,1.73,0.78,3.61,0.58,-0.06,"A",2021
"2972","R. Gentile","Lefghau","MF","Punctual Rustlers",29,1991,22.8,-0.07,0.24,0.12,28.67,0.25,0.09,0.02,0.02,21.85,0,-0.03,0.04,-0.08,-0.05,0.06,0.05,-0.09,39.44,46.1,85.88,744.95,190.71,16.18,17.66,91.91,16.82,18.79,89.35,5.65,7.76,72.46,-0.02,0.04,-0.11,0.62,4.06,0.56,0.01,3.59,3.28,2.32,1.64,1.4,0.18,1.29,4.07,29.72,2.88,29.46,8.46,28.49,11.88,15.72,1.88,1.62,0.59,0.08,1.14,0.92,4.24,1.41,0.06,"A",2021
"2973","G. Chong","People's Land of Maneau","MF","Punctual Rustlers",22,1998,15.87,-0.07,0.5,-0.05,-0.03,0.47,-0.08,0,NA,24.55,-0.05,0.1,-0.07,-0.02,-0.04,-0.01,-0.08,0.02,36.32,43.22,83.85,693.97,169.85,14.96,16.7,89.44,15.88,18.07,88.66,5.02,6.75,72.85,0.05,-0.03,-0.03,0.52,2.7,0.46,0.16,2.91,2.19,1.71,1.24,0.7,-0.01,0.58,2.56,24.93,1.86,17.22,5.74,33.47,7.21,7.73,2.21,1.37,0.51,0,0.91,2.09,4.21,1.93,0.11,"A",2021
"2974","D. Pellegrino","People's Land of Maneau","MFDF","Punctual Rustlers",30,1989,3.06,0.01,0.34,0.03,-0.02,0.44,0.01,-0.06,NA,30.5,-0.09,-0.06,-0.02,0.08,-0.1,0,0.01,0.04,68.79,77.96,87.93,1195.3,312.23,31.26,33.35,93.95,30.28,32.76,92.89,6.07,10.32,58.18,0.05,0.13,-0.09,0.66,5,0.37,-0.02,5.06,1.65,0.61,0.93,0.74,0.1,0.31,0.69,50.06,0.36,9.91,2.06,20.06,3.95,5.93,-0.05,1.28,0.02,-0.02,1.43,1.23,2.99,1.05,-0.07,"A",2021
"2975","M. Vásquez","Lefghau","MFFW","Punctual Rustlers",27,1992,5.02,0.15,1.18,0.46,33.39,1.21,0.31,0.12,0.52,20.4,-0.06,0.03,-0.06,0.12,0,0.02,0.17,0.2,42.4,53.33,79.44,704.16,180.95,21.21,23.95,88.54,15.91,20.07,79.39,4.13,5.74,72.49,-0.04,0.08,-0.16,1.89,4.06,2.13,0.39,4.54,1.06,0.75,0.14,0.41,0.47,0.56,2.29,24.94,1.78,15.55,3.55,22.8,5.11,6.81,3.44,1.78,-0.07,-0.05,1.8,1.46,2.41,0.63,0.07,"A",2021
"2976","I. Mlambo","Redohrainbri","MFFW","Punctual Rustlers",28,1992,1.52,0,1.79,0.54,33.3,1.87,0.71,0,0.01,12.36,0.01,-0.05,0.06,0.49,0.46,0.23,-0.45,-0.5,21.26,29.92,70.77,350.64,67.52,9.92,14.42,69.64,9.47,11.27,83.36,1.79,2.46,75.06,0.04,-0.08,-0.08,-0.05,-0.04,0.7,-0.03,2.43,2.48,0.64,1.2,-0.03,1.25,0.6,0.71,100.07,-0.08,27.45,6.96,24.93,8.79,10.61,8.06,1.89,0.05,0.03,1.97,0.72,3.19,0.66,-0.01,"A",2021
"2991","W. Markovi?","Nancipenuaroe","FWMF","Silver Heels",28,1991,23.34,-0.02,1.02,0.38,43.97,1.14,0.53,0.09,0.15,16.78,0,0.06,-0.08,0.09,0.19,0.17,-0.03,-0.03,22.06,28.06,78.58,308.69,52.43,13.62,16.08,85.77,6.24,7.99,78.84,1.02,1.82,56.17,0.08,0.02,0.07,0.46,0.43,0.54,0,1.53,2.16,1.47,0.34,1.29,0.64,0.56,1.87,31.05,1.26,29.08,6.75,23.41,6.1,14.86,8.08,1.16,0.08,-0.1,1.26,1.18,3.38,0.54,-0.09,"A",2021
"2994","J. Agaba","Byasier Pujan","MF","Silver Heels",23,1996,20.29,0.05,0.39,0.1,24.96,0.33,0,0.29,1,19.52,0.08,-0.1,0.03,0.07,0,0.07,0.03,0.05,26.38,31.13,84.98,451.68,114.43,12.3,13.91,88.8,10.68,12.08,87.35,2.65,3.81,72.38,0.04,0.12,-0.08,0.52,2.23,0.41,-0.1,2,1.58,1.08,0.78,0.71,0.23,0.62,1.88,35.01,1.24,14.78,4.22,28.6,5.56,7.32,1.64,2.25,0.35,-0.07,1.87,1.23,2.88,1.47,-0.1,"A",2021
"2995","E. Mutebi","Nancipenuaroe","MF","Silver Heels",27,1992,15.9,0.17,1.05,0.72,55.59,1.18,0.55,0.03,0.29,13.42,0.02,-0.01,0.08,0.04,0.06,0.1,-0.02,-0.06,19.13,26.93,70.85,307.34,88.48,9.84,12.86,76.75,7.43,10.09,74.12,1.37,2.43,53.72,0.27,0.2,0.09,1.04,2,0.64,0.23,2.32,2.3,1.18,1.12,0.86,0.48,0.46,1.52,33.25,1.08,15.53,4.29,27.41,5.5,7.21,2.9,2.23,0.44,-0.04,1.76,1.39,3.64,0.87,-0.04,"A",2021
"2996","V. Mahagna","Ngoque Blicri","MF","Silver Heels",32,1987,16.27,0.1,0.43,-0.03,-0.08,0.42,0.06,-0.05,NA,19.26,0.08,0,-0.04,-0.08,0,-0.04,0,-0.05,38.44,47.26,81.53,729.99,210.03,14.78,16.88,87.05,17.76,20.1,88.13,5.13,7.94,64.74,0.07,-0.01,0.11,0.82,3.86,0.35,0.04,3.65,3.51,1.64,1.81,1.3,0.38,1.02,2.66,40.04,1.62,23.28,6.25,27.08,9.76,11.15,2.33,2.41,0.27,-0.06,2.15,1.37,4.93,1.59,-0.06,"A",2021
"2997","J. Mukalazi","People's Land of Maneau","MF","Silver Heels",22,1998,28.33,0.2,1.39,0.55,35.06,1.28,0.55,0.07,0.38,21.07,0.21,0.06,0.03,0.15,0.07,0.13,-0.01,0.13,32.25,40.82,79.27,518.86,153.44,17.78,19.89,89.14,10.41,12.77,82.54,2.94,6.11,48.82,0.26,0.05,0.18,1.38,2.63,1.2,0.13,3.87,1.4,0.81,0.54,0.4,0.21,0.4,1.23,38.85,0.7,11.11,3.15,28.53,3.13,5.67,2.38,1.19,0.17,0.1,1.09,1.11,2.46,0.16,0.03,"A",2021
"2998","A. Nyasulu","Rosvi","MF","Silver Heels",29,1991,26.2,-0.03,0.67,0.17,29.3,0.57,0.17,0.04,0.06,27.06,0.36,0.02,0.06,0.18,0.04,0.02,-0.07,0,39.22,48.38,81.01,792.33,254.05,14.42,16.21,88.8,17.57,20.59,85.67,6.65,9.93,66.55,0.04,0.1,0.06,0.8,3.96,0.46,0.05,4.21,2.55,1.59,0.99,1.26,0.25,1.3,3.18,39.59,1.85,17.79,5.07,29.17,7.54,8.34,1.68,1.83,0.25,-0.05,1.5,1.69,4.23,1.86,0.01,"A",2021
"2999","I. Joseph","Southslands","MF","Silver Heels",29,1990,9.15,0.04,0.19,-0.03,-0.02,0.13,-0.06,0.01,NA,28.07,-0.08,-0.07,0.08,0.1,-0.08,0.08,-0.07,0.01,27.86,36.12,77.28,587.03,143.41,9.28,10.96,84.08,12.74,15.15,84.72,5.34,8.68,61.97,0.05,0.04,0.02,0.64,2.92,0.44,0.26,2.57,1.92,0.89,1.33,0.72,0.05,1.19,2.73,40.05,1.67,19.97,4.61,23.27,9.47,9.03,1.47,2.24,0.81,0.04,1.38,0.97,2.93,1.37,0.01,"A",2021
"3000","A. Bruno","People's Land of Maneau","MFFW","Silver Heels",29,1991,25.01,0.07,1.46,0.42,30.64,1.37,0.4,0,0.08,21.83,0.22,-0.01,0.04,0.12,0.02,0.02,-0.01,0,23.35,34.48,67.88,412.66,157.95,11.97,14.2,84.52,7.07,9.78,74.19,3.46,8.17,41.2,0.1,0.12,0.03,1.47,1.63,1.53,0.89,3.07,2.66,1.4,1.5,0.86,0.35,1.13,3.73,28.39,2.7,21.24,5.34,25.15,9.56,8.03,3.54,2.4,0.06,-0.05,2.28,1.86,4.66,0.4,-0.01,"A",2021
"3016","X. Joly","People's Land of Maneau","FWMF","Solemn Cougars",22,1997,21.63,0.49,2.55,1.24,45.48,2.51,1.11,0.25,0.45,16.81,0,0.04,-0.1,0.23,0.3,0.08,0.05,0.08,21.67,28.92,74.87,335.14,86.71,12.37,15.29,80.14,7.32,9.23,79.39,1.61,2.32,64.68,0.19,0.11,0.08,1.12,1.8,0.93,0.14,2.8,1.07,0.66,0.5,0.23,0.32,0.23,0.85,21.05,0.62,10.59,3.23,30.49,2.84,4.29,3.56,1.05,0.17,-0.04,0.98,0.7,1.69,0.63,-0.09,"A",2021
"3018","R. Schubert","Buhegeor","MF","Solemn Cougars",20,1999,0.08,0.06,-0.08,-0.04,NA,0,0.08,NA,NA,NA,0.08,0.09,0.1,0.1,0,NA,-0.01,-0.09,70.09,90.08,77.83,980.07,379.96,39.96,50.1,79.98,9.93,10,99.92,9.91,9.94,99.96,0.05,-0.07,-0.02,-0.07,10.06,0.01,-0.08,9.92,9.91,0.06,0.09,9.92,0,9.99,10.05,99.98,0,40.09,0.1,-0.05,-0.05,20.04,20.05,0.02,0.07,0.06,0.06,0.01,10.05,0.04,0.05,"A",2021
"3019","O. Nabirye","Coastpa Barleslands","MF","Solemn Cougars",28,1992,16.11,-0.07,0.21,0.18,50.02,0.27,0.04,-0.03,-0.07,26.04,-0.06,-0.05,-0.02,0.05,-0.07,-0.03,-0.03,-0.06,54.45,59.59,91.39,941.85,188.89,24.94,26.83,93.19,23.58,25.14,93.35,4.93,6.25,80.21,-0.01,0.12,0.01,0.46,4.87,0.01,0.05,3.12,2.23,1.41,1.18,0.79,0.15,0.46,1,41.25,0.66,16.54,5.27,31.52,6.51,7.56,2.35,1.52,0.14,-0.06,1.31,0.55,2.82,0.7,0.03,"A",2021
"3020","Q. Annan","Greri Landmoslands","MF","Solemn Cougars",18,2001,0.81,0.01,1.05,1.04,100.05,0.98,1.12,0.06,-0.04,21.94,0.03,0,-0.08,0.17,0.14,0.08,-0.17,-0.03,21.09,28.89,73.11,343.33,57.83,12.11,17.88,68.88,7.69,8.97,87.48,1.13,1.08,100.07,-0.1,-0.02,0.02,0.08,0.08,0.01,0,1.17,0.01,-0.09,0.07,0.05,0.02,-0.06,0.06,NA,-0.06,21.12,7.83,36.73,8.84,9.99,2.27,1.21,1.09,-0.08,0,1.2,1.03,-0.02,0.09,"A",2021
"3021","T. bin Mohamed","People's Land of Maneau","MF","Solemn Cougars",22,1997,3.42,0.05,1.11,0.36,25.06,1.12,0.22,0.1,-0.06,19.38,-0.07,0.04,-0.06,0.18,0.19,0.11,-0.13,-0.09,54.26,67.18,80.94,1051.96,176.05,20.86,26.28,79.23,25.49,29.15,87.29,7.17,9.61,73.5,-0.06,-0.07,-0.04,-0.08,3.67,-0.02,0,2.37,3.2,2,1.4,1.67,-0.1,0.61,2.87,19.93,2.26,15.1,5.08,33.97,5.07,8.85,1.08,2.61,0.61,0.08,2.09,1.45,4.63,1.7,0.23,"A",2021
"3022","H. Leong","Southern Ristan","MF","Solemn Cougars",23,1997,37.25,0.18,1.22,0.43,38.33,1.35,0.46,0.13,0.29,22.04,0.2,0.08,0.06,0.12,0.09,0.08,0.01,-0.05,53.87,68.69,78.52,1039.42,267.08,21.03,23.86,88.2,24.49,28.04,86.64,7.48,14.45,52.41,0.14,0.18,-0.07,1.28,5.77,1.09,0.16,5.58,2.02,1.48,0.8,0.84,0.35,0.76,2.49,28.44,1.87,13.53,4.88,36.06,4.28,6.5,2.58,1.57,0.34,-0.09,1.26,0.97,2.95,0.78,0.07,"A",2021
"3023","C. Kawooya","Republic of Denand Landsa","MFDF","Solemn Cougars",23,1996,24.16,-0.05,0.69,-0.05,6.26,0.64,-0.05,-0.01,0.93,18.87,-0.07,0.01,0.08,0.01,0,0,0.09,0.05,49.52,56.37,88.04,925.41,191.83,20.02,22.69,88.78,21.82,23.27,93.52,6.68,8.58,78.16,0.18,0.06,0.09,0.69,3.31,0.23,0.04,2.28,4.55,2.97,2.17,2.04,0.32,1.16,3.17,39.97,1.96,20.15,7.6,37.3,8.24,10.12,1.98,2.73,0.46,-0.04,2.18,2.46,7.11,3.1,-0.08,"A",2021
"3024","F. Mtambo","Nganion","MFFW","Solemn Cougars",27,1993,14.77,0.21,2,0.9,42,2.18,0.87,-0.01,0.24,16.43,-0.01,0.06,0.08,0.24,0.26,0.14,-0.13,-0.03,25.76,33.67,76.56,368.47,96.04,16.05,18.61,85.6,7.38,9.58,76.28,1.45,2.86,48.86,0.09,0.04,-0.05,1.63,1.81,1.75,0.44,3.71,2.13,0.94,0.46,1.25,0.36,0.65,2.73,22.54,2.17,23.19,6.17,26.52,4.37,11.78,6.94,2.07,0.08,0.09,2.02,1.21,3.44,0.5,0.1,"A",2021
"3025","W. Török","People's Land of Maneau","MFFW","Solemn Cougars",23,1996,23.3,0.25,3.13,1.13,32.36,3.24,0.96,0.09,0.29,23.87,0.5,0.03,0.1,0.13,0.19,0.1,0.12,0.24,37.01,47.87,77.4,649.2,177.89,18.43,21.05,88.23,13.06,15.66,83.59,4.64,8.83,52.18,0.28,0.16,0.08,2.15,3.6,1.46,0.23,4.37,1.66,1.2,0.23,0.82,0.58,0.34,1.24,32.1,0.74,14.76,4.09,27.21,2.44,7.58,4.81,0.49,0.12,-0.09,0.45,0.38,2.14,0.23,0.09,"A",2021
"3026","X. Boateng","Southern Ristan","MFFW","Solemn Cougars",26,1994,7.99,0.12,1.04,0.25,25.07,1.04,0.18,0.18,0.55,16.06,0.08,-0.03,-0.01,0.12,0.12,-0.02,0.01,0.03,30.91,39.18,79.12,484.32,106.27,16.81,18.83,89.91,11.54,14.85,77.21,1.82,3.71,46.63,0.04,0.18,0.03,0.97,1.28,0.94,0.17,2.52,1.44,0.88,0.68,0.73,0.05,0.8,1.8,42.81,0.98,16.46,3.95,24.12,4.55,8.09,4.03,1.84,0.17,0.05,1.59,1.03,2.55,0.45,0.08,"A",2021
"3027","Q. Higenyi","Varijitri Isles","MFFW","Solemn Cougars",23,1997,3.15,0.08,3.19,0.56,19.93,3.14,0.68,-0.09,0.08,23.76,0.02,-0.09,0.1,0.07,0.03,0.03,-0.08,-0.19,29.45,41.62,70.55,501.82,160.95,16.09,19.79,82.09,9.62,12.32,78.97,3.24,6.22,52.55,0.72,0.53,-0.03,2.02,1.61,3.21,1.25,3.2,0.87,1.01,-0.04,0.65,0.4,0.38,1.52,20.03,1.32,14.11,4.8,34.15,3.54,5.88,4.77,1.69,-0.01,0.02,1.54,0.94,1.89,0.07,-0.06,"A",2021
"3037","K. Najjuma","Ngoque Blicri","DFMF","Somber Bombers",30,1989,15.05,0.02,0.77,0.13,9.11,0.72,0.01,-0.07,0.09,22.1,0.16,-0.09,-0.09,0.09,0.05,0.12,-0.03,-0.05,27.41,40.45,67.76,531.89,231.93,12.23,14.03,87.62,9.86,13.02,76.31,4.51,11.92,38.9,0.16,0,-0.01,1.56,1.82,1.26,0.92,2.51,1.04,0.68,0.51,0.39,0.23,0.38,1.3,23.83,1.07,10.08,2.07,21.13,4.76,3.46,1.78,2.06,0.15,0.07,1.86,1.54,2.68,2.8,-0.06,"A",2021
"3038","S. Mbewe","People's Land of Maneau","DFMF","Somber Bombers",25,1995,18.19,0.19,1.67,0.42,27.57,1.54,0.34,-0.01,0.35,22.88,0.19,-0.01,0.09,-0.01,0.05,-0.02,0.08,0.13,22.95,33.59,68.48,416.87,185.86,10.42,12.44,83.94,8.76,12.1,72.25,3.22,7.01,46.12,0.08,0.06,0.06,0.96,1.47,1.57,0.64,2.46,2.65,1.94,1.83,0.81,0.08,1.62,3.05,53.66,1.44,19.48,5.25,27.01,9.9,6.31,3.11,2.25,0.32,0.09,1.96,1.01,3.87,1.87,-0.07,"A",2021
"3041","H. Mafabi","Dosqaly","FWMF","Somber Bombers",23,1997,17.24,0.17,1.71,0.65,39.95,1.75,0.79,0.06,0.26,19.75,0.09,0.07,-0.05,0.2,0.16,0.02,-0.07,0.1,20.18,25.29,79.76,341.74,78.51,9.86,11.66,85.44,7.59,9.07,84.09,2.1,2.94,69.16,0.23,0.25,0.1,1.67,1.64,0.65,0.04,2.57,0.9,0.72,0.27,0.45,0.13,0.06,0.38,12.59,0.35,12.25,2.93,24.7,2.22,6.75,3.37,0.71,0.1,-0.06,0.68,0.42,1.32,0.06,-0.07,"A",2021
"3042","R. De Wit","Lefghau","FWMF","Somber Bombers",23,1996,21.99,0.12,2.06,0.86,42.2,2.05,0.85,0.02,0.14,14.31,0.03,0.09,0.05,0.35,0.3,0.12,-0.03,-0.2,19.86,26.83,73.98,281.3,54.08,12.38,14.86,83.13,5.96,7.97,73.99,0.93,1.58,59.96,0,0.15,-0.08,0.83,0.77,0.42,0.01,1.11,1.98,1.12,0.46,1.32,0.29,0.55,1.71,34.11,1.19,17.98,4.34,24.41,3.9,8.99,4.88,1.67,0.16,-0.1,1.46,0.91,2.85,0.96,0.09,"A",2021
"3043","D. Masereka","Ngoque Blicri","FWMF","Somber Bombers",26,1994,10.28,-0.1,1.25,0.66,46.13,1.2,0.54,-0.01,-0.08,21.21,-0.07,-0.08,-0.04,0,0.16,-0.03,-0.11,-0.11,23.69,35.71,65.84,409.79,129.19,11.65,13.49,86.28,8.31,11.62,71.41,2.96,8.46,35.14,0.29,0.17,0.02,2.49,0.61,0.89,0.93,1.74,0.33,0.06,0.34,0.06,-0.03,-0.03,0.17,0.03,0.29,11.16,1.87,16.64,1.7,4.91,4.29,0.85,-0.09,0.09,0.74,0.23,0.65,0.3,0.07,"A",2021
"3044","R. Wambi","People's Land of Maneau","FWMF","Somber Bombers",29,1990,5.77,0.17,2.75,1.07,37.4,2.77,1.1,0.14,0.24,10.19,0.19,-0.04,0.02,0.44,0.28,0.06,-0.13,-0.21,16.1,19.95,79.76,213.34,27.38,10.65,12.18,88.35,4.26,5.34,80.04,0.56,1.57,33.26,0.23,0.16,0.13,1.04,-0.04,0.26,0.06,0.6,0.97,0.69,0.28,0.79,0.04,0.14,0.86,20.1,0.6,15.86,3.87,24.34,2.26,6.25,7.22,0.5,0.26,-0.09,0.16,0.08,1.18,0.09,0.06,"A",2021
"3047","N. Koz?owski","Ngoque Blicri","MF","Somber Bombers",17,2002,-0.01,-0.07,0.02,0.05,NA,0.07,-0.01,NA,NA,NA,0.01,-0.03,-0.02,-0.02,0.01,NA,-0.08,0.09,1.06,0.95,99.94,9.97,0,1,0.97,99.95,-0.05,-0.08,NA,-0.04,-0.06,NA,0.06,0.03,-0.05,0.01,0.04,0.01,0.07,0.08,-0.07,0.02,-0.07,0.01,-0.08,-0.02,-0.08,NA,0.03,3.04,0.96,33.37,0,3,-0.02,0.04,0.09,0.05,0.01,-0.08,-0.08,-0.01,0.03,"A",2021
"3048","A. Nassanga","People's Land of Maneau","MF","Somber Bombers",28,1992,29.09,0.05,1.43,0.24,21.32,1.5,0.27,-0.02,0.11,23.26,0.45,0.09,0.08,0.11,0.16,-0.01,-0.11,-0.14,35.98,48.62,73.82,892.05,264.63,10.94,12.67,86.24,14.81,17.86,83.08,10.06,17.36,57.7,0.19,0.11,-0.01,1.34,4.63,0.89,0.19,3.7,1.56,0.92,0.91,0.67,0.09,0.35,1.69,23.45,1.3,13.21,2.53,19.63,5.74,5.8,1.76,1.26,0.34,0.08,0.78,1.51,3.08,2.4,-0.05,"A",2021
