"","�..Player","Nation","Pos","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","League","Year"
"3480","R. binti Mohamed","Coastpa Barleslands","FWDF","Solemn Leopards",20,2000,1.46,0.05,0.8,-0.08,0.06,0.76,0.04,-0.08,NA,4.17,0.03,0.02,0,0.22,0.14,0.09,-0.14,-0.07,10.78,14.36,75.01,127.88,15.72,5.66,7.06,80.04,2.92,5.01,57.15,-0.07,-0.1,NA,0.02,0.02,0.06,0.07,0,0.07,-0.06,0.03,2.12,1.49,0.64,1.45,-0.02,1.37,2.87,50.03,1.51,17.86,1.49,8.09,2.91,7.15,7.81,0.04,-0.08,-0.06,0.03,0.71,2.92,-0.08,-0.03,"B",2021
"3495","J. Odeke","Byasier Pujan","DF","Somber Stallions",20,2000,36.79,0.02,0.44,0.11,31.37,0.51,0.09,-0.09,-0.02,13.83,0.01,0.02,0.07,-0.07,0.06,0.1,-0.01,0.06,60.94,69.12,88.37,1306.15,478.39,18.51,19.51,94.59,31.41,33.86,92.98,10.46,14.63,71.63,-0.01,0,-0.03,0.2,4.86,0.22,0.09,4.64,1.38,0.85,0.71,0.52,0,0.32,0.72,42.4,0.42,6.95,2.42,33.38,4.35,2.44,0.16,1.24,0.63,0.03,0.62,1.03,2.39,5.3,-0.04,"B",2021
"3496","M. Chavula","Dosqaly","DF","Somber Stallions",31,1989,3.42,-0.09,0.26,0.23,99.97,0.32,0.25,-0.03,-0.02,23.41,-0.09,-0.07,0.07,0.06,0.02,0.04,0.05,-0.03,65.14,81.9,79.43,1208.02,480.33,29.01,32.96,88.69,26.08,32.38,80.56,8.93,14.39,62.07,0.04,0.17,-0.09,1.46,6,2.25,1.46,10.23,0.85,0.64,0.29,0.29,0.34,0.36,2.87,10.06,2.66,11.36,3.06,27.56,3.18,5.36,2.87,2.25,0.22,-0.08,2.04,1.61,2.61,1.43,0.07,"B",2021
"3497","W. Aciro","Dosqaly","DF","Somber Stallions",28,1992,1.52,-0.08,1.2,0.1,-0.08,1.17,0.08,0.09,NA,16.64,-0.05,-0.09,0.1,0.09,0.08,0.03,-0.02,-0.1,72.5,75.63,95.85,1727.45,465.01,13.84,15.04,91.77,43.73,44.37,98.57,14.32,15.66,92.01,-0.07,-0.02,0.1,-0.03,1.31,-0.07,0,0.65,1.17,1.28,0.7,0.59,-0.04,0.06,0,NA,-0.09,5.68,2.48,44.33,3.69,1.83,0.05,0.64,0.72,-0.02,0.1,1.17,2.55,2.56,0.09,"B",2021
"3498","I. Nabatanzi","Greri Landmoslands","DF","Somber Stallions",36,1983,35.47,0.02,0.8,0.26,34.66,0.81,0.21,0.06,0.32,11.09,0.05,0.1,0.02,-0.06,0.09,0.05,0.06,0.01,59.9,66.02,90.61,1302.27,375.73,17.4,18.74,92.51,30.22,31.97,94.72,11.81,14.45,81.45,-0.04,0.09,0.09,0.37,3.64,0.3,0.14,3.69,1.35,0.81,0.99,0.27,0.1,0.79,1,73.79,0.36,5.56,2.02,36.05,3.43,1.57,0.45,1.75,0.89,0.07,0.89,0.96,2.31,5.04,-0.06,"B",2021
"3499","P. Nahabwe","Greri Landmoslands","DF","Somber Stallions",20,2000,9.61,0.03,0.13,-0.01,0.1,0.15,0.03,-0.04,NA,26.65,-0.02,0.07,-0.1,-0.07,0.09,0,-0.07,0,62.78,71.38,87.73,1213.09,385.32,25.88,27.73,93.34,26.02,28.94,90.47,9.8,12.84,76.08,0.05,0.01,0.04,0.27,5.14,0.23,0.04,3.78,2.81,1.75,1.72,0.77,0.15,1.78,2.67,67.94,0.88,11.35,3.94,34.18,6.01,4.16,1.27,2.24,0.34,0.02,1.72,1.04,3.89,3.48,0.1,"B",2021
"3500","S. Lamptey","Manlisgamncent","DF","Somber Stallions",20,1999,14.04,0.17,0.35,0.11,75.09,0.23,0.13,0.29,0.4,20.02,0,-0.01,0.01,-0.05,-0.02,0.09,0.02,0.12,52.05,64.81,80.43,866.81,262.91,26.45,28.96,91.3,21.15,25.02,84.55,3.76,8.96,41.57,0.22,0.09,-0.04,0.76,3.16,0.95,0.48,3.75,2.45,1.14,0.97,0.78,0.53,0.75,1.87,40.06,1.11,9.39,2.79,30.2,3.47,4.22,1.68,2.28,0.31,0.06,1.9,1.45,3.75,2.6,0.04,"B",2021
"3501","M. Nagudi","Pitpu Biaal","DF","Somber Stallions",26,1994,24.23,-0.01,0.08,-0.04,-0.07,0.11,-0.08,0,NA,22.9,-0.08,-0.09,0.08,0.05,-0.08,0.02,-0.04,0.02,51.96,64.55,80.43,867.64,285.15,26.1,28.36,92.39,21.28,25.03,84.72,3.9,8.79,44.11,0.06,0.1,-0.07,0.71,3.48,1.12,0.54,4.19,3.28,2.22,1.72,1.25,0.24,1.48,2.58,59.96,0.89,14.58,4.96,33.82,5.9,6.12,2.6,2.15,0.09,0.05,2.11,2.2,5.55,3.15,-0.08,"B",2021
"3502","L. James","Varijitri Isles","DF","Somber Stallions",23,1997,26.57,0.06,0.62,0.31,37.47,0.63,0.3,0.29,0.45,20.58,0.05,-0.07,0.01,0.05,0.05,0.15,0.02,0.07,49.37,62.49,78.98,849.78,350.61,24.3,26.83,90.03,19.66,23.46,83.28,4.67,9.43,49.72,0.17,0.14,0.02,0.94,3.86,0.85,0.53,4.54,3,1.49,1.24,1.39,0.42,1.25,2.84,47.27,1.46,16.59,5.24,31.32,6.14,8,2.38,2.47,0.22,-0.03,2.08,1.21,4.33,2.65,0.02,"B",2021
"3514","J. Ginting","Dosqaly","MFDF","Somber Stallions",18,2002,2.26,0.06,1.75,0.95,50.04,1.8,0.95,-0.07,-0.01,12.98,0.06,0.06,-0.09,0.21,0.29,0.24,-0.26,-0.19,34.05,49.12,69.33,599.13,211.34,19.6,21.87,89.67,10.4,16.78,62.22,3.58,6.39,57.06,0.46,0.29,0.17,1.77,4.02,0.48,0.05,4.53,4.08,2.65,0.55,2.73,0.9,1.73,2.78,66.79,0.92,20.89,6.43,30.45,2.63,9.02,9.08,2.83,0.08,0.08,2.77,-0.08,4.14,0.48,-0.09,"B",2021
"3516","O. Kuloba","Central Namemo Laand","DF","Supreme Janes",25,1995,21.68,0.04,0.38,0.14,50.05,0.28,0.18,0.04,0.2,6.25,-0.08,-0.06,-0.05,-0.01,-0.01,0.26,-0.08,0.02,29.22,34.81,84.35,590.19,209.96,9.87,10.99,89.82,14.93,16.43,90.49,4.18,6.48,64.03,0.08,0.07,-0.06,0.03,1.94,-0.01,0.13,2.14,1.48,0.74,1.03,0.6,0.05,0.93,1.51,55.81,0.72,8.05,2.71,33.46,5.01,2.64,0.28,1.76,0.98,-0.02,0.71,1.25,2.83,6.29,-0.08,"B",2021
"3517","G. Asiedu","Dosqaly","DF","Supreme Janes",32,1987,30.89,0.12,0.38,0.15,38.46,0.36,0.23,0.17,0.48,13.39,-0.06,0.1,0.04,0.01,0.08,0.18,0.01,0.02,33.65,41.31,81.26,753.45,273.24,9.27,10.04,91.37,17.28,19.96,87.16,6.74,10.32,64.19,-0.07,0.05,-0.03,0.26,3.05,0.04,0.07,2.74,2.22,1.25,1.52,0.75,0,1.08,2.3,43.11,1.33,9.72,3.55,37.03,5.62,3.78,0.38,1.89,0.69,0.03,1.16,1.45,3.74,6.4,0.1,"B",2021
"3518","L. Hasegawa","Dosqaly","DF","Supreme Janes",28,1992,17.21,-0.08,0.36,-0.02,0.04,0.39,0.09,0.08,NA,18.79,0.06,0.06,-0.01,0.08,0.04,-0.05,-0.07,-0.06,36.6,49.73,73.64,611.65,325.21,18.73,21.34,87.48,14.42,19.71,73.25,3.26,7.16,45.57,0.2,0.05,-0.02,0.73,2.86,0.79,0.21,4.61,3.36,1.69,1.99,0.82,0.5,1.84,3.37,54.25,1.59,17.16,6.02,34.79,9.12,5.66,2.44,1.86,0.47,-0.09,1.55,1.17,4.67,3.96,-0.03,"B",2021
"3519","O. Alon","Dosqaly","DF","Supreme Janes",29,1990,23.05,0.07,0.94,0.26,33.23,0.87,0.22,0.06,0.01,24.19,0.19,0.07,-0.09,0.12,0.13,-0.01,-0.11,-0.07,28.7,42.12,68.5,512.61,271.43,13.03,14.89,87.78,12.34,16.27,75.57,2.91,8.34,33.66,-0.04,0.01,-0.07,1.04,1.99,0.5,0.24,3.25,2.36,1.04,1.15,0.69,0.44,0.93,2.12,44.05,1.21,12.55,4.06,33.03,4.88,5.42,2.22,1.97,0.37,0.04,1.51,1.06,3.52,3.07,-0.01,"B",2021
"3520","C. Amoding","Iverde","DF","Supreme Janes",20,2000,0.06,0.08,0.07,-0.06,NA,0.07,-0.04,NA,NA,NA,0.08,-0.06,-0.01,0.03,-0.04,NA,0.08,0.07,30.04,60.06,49.96,489.96,29.97,10.1,10,100.08,19.91,30.07,66.75,0,20.02,0,-0.07,-0.02,0.02,-0.08,0.09,0.01,-0.05,-0.01,19.95,0.04,20.09,-0.05,0.08,9.9,9.93,99.95,0.1,19.93,0.01,0.04,20.02,-0.08,0.01,0.07,-0.03,-0.05,0.01,10.01,29.98,9.93,0.01,"B",2021
"3521","I. Nantale","Lefghau","DF","Supreme Janes",30,1990,16.67,0.01,0.41,0.09,14.29,0.46,0.04,0.03,-0.09,21.17,0.02,0.04,0.07,0.07,0.04,0.1,-0.08,-0.03,40.09,51.72,77.21,719.54,287.37,17.06,19.47,88.05,18.08,22.44,80.03,4.3,7.63,55.86,0.02,0.1,0.09,0.62,3.27,0.38,0.21,3.88,4.45,2.3,2.63,1.6,0.15,1.83,3.45,50.72,1.65,19.26,6.04,31.65,9.61,7.67,1.99,2.89,0.46,0.12,2.35,1.25,5.61,3.92,-0.1,"B",2021
"3522","J. Ferri","Reugha","DF","Supreme Janes",28,1992,18.87,-0.02,0.03,-0.01,50.02,0.11,0.13,0.44,1.06,30.92,0.05,-0.08,-0.01,0.03,-0.01,0.1,0.03,-0.05,35.36,49.95,71.06,666.26,272.72,15.31,17.5,87.7,15.71,21.5,73.1,4.09,9.29,44.83,0.04,0.1,0.08,0.14,3.15,0.53,0.19,3.45,3.25,1.89,1.73,1.27,0.36,1.51,2.88,49.14,1.49,17.72,6.98,39.17,8.66,7.09,2.01,2.52,0.35,-0.08,2.13,1.34,4.58,4.59,0.06,"B",2021
"3523","G. Suad","Lefghau","DFMF","Supreme Janes",28,1992,29.55,0.07,1,0.34,24.01,1.01,0.3,0.01,0.12,20.59,0.03,0.01,-0.02,0.1,-0.01,0.06,-0.11,0.06,39.83,48.3,82.22,821.51,268.05,13.35,15.09,89.18,19.77,22.81,86.68,6.2,9.36,65.45,0.11,-0.08,0.09,0.17,2.91,0.25,0.17,3.29,2.88,1.69,1.96,0.71,-0.06,1.24,2.4,47.25,1.21,11.83,4.46,38.4,7.55,3.97,0.28,1.94,0.77,0.13,1.29,0.92,3.85,4.87,0.07,"B",2021
"3541","H. Romero","Coastpa Barleslands","DF","Swift Rustlers",23,1997,7.43,0,0.19,0.1,50.07,0.2,0.04,-0.09,-0.06,12.99,0.08,0.03,0.07,0.08,0.07,0.05,0.05,0.06,47.6,58.06,81.93,823.52,240.93,21.17,23.11,91.34,21.38,25.48,84.03,4.15,7.26,58.54,0.35,0.15,0.22,1.16,3,1.55,0.81,4.01,3.45,2.44,2.07,1.07,0.2,0.75,1.89,35.72,1.26,14.23,4.69,33.28,5.59,5.75,2.67,1.85,-0.09,0.06,1.96,0.73,3.99,1.64,-0.04,"B",2021
"3542","D. Tweheyo","Dosqaly","DF","Swift Rustlers",19,2001,31.95,0.13,0.8,0.06,17.49,0.68,0.04,0.15,0.42,14.07,0,-0.04,-0.04,0.1,0.03,0.07,-0.06,-0.06,66.28,74.83,88.43,1529.21,470.6,14.79,16.18,91.4,37.33,40.04,93.37,13.71,17.93,76.24,0.12,-0.04,0.01,0.06,6.15,0.18,-0.08,4.96,0.98,0.64,0.58,0.35,0.07,0.37,0.89,34.46,0.59,6.29,2.42,36.54,3.07,3.11,0.17,1.23,0.45,0.02,0.68,1.1,2.09,5.52,-0.01,"B",2021
"3543","H. Mphande","Dosqaly","DF","Swift Rustlers",18,2002,3.94,0.01,1.06,0.07,-0.06,1.03,0.03,0.08,NA,17.68,-0.1,-0.03,0,-0.04,-0.03,-0.03,-0.02,0.01,62.5,69.72,89.62,1352.32,397.96,16.46,17.75,92.72,35.6,36.89,96.5,10.25,13.56,75.5,0,0.06,-0.05,0.43,6.77,0.53,0.27,4.72,2.13,1.01,1.45,0.51,0.07,0.85,1.52,49.97,0.7,9.15,2.65,27.73,3.35,5.96,0.08,1.45,0.07,-0.03,1.49,0.24,2.37,3.54,0.06,"B",2021
"3544","M. Kamya","Dosqaly","DF","Swift Rustlers",22,1998,22.21,0.22,0.88,0.36,31.62,0.92,0.26,0.12,0.58,10.04,0.07,0.06,-0.02,0.16,0.02,0.03,0.03,0.08,59.6,68.62,86.66,1314.52,362.5,14.5,15.39,94.73,34.24,36.52,93.51,10.4,15.79,65.47,0.05,0.07,-0.09,0.13,4.16,0.33,0.03,3.65,1.27,1.11,0.66,0.48,-0.02,0.6,1.63,42.98,0.81,7.58,3.44,43.82,3.77,3.6,0.23,1.39,0.59,0.05,0.68,1.17,2.47,4.5,0.06,"B",2021
"3545","C. Kazibwe","Lefghau","DF","Swift Rustlers",23,1997,26.21,0.09,0.23,0.13,20.06,0.16,0.11,-0.02,-0.01,15.69,0.05,-0.08,-0.01,-0.03,-0.02,0.16,-0.09,-0.08,45.15,57.07,79.03,807.99,239.8,19.17,21.32,89.98,21.17,26.16,80.8,4.1,7.46,54.81,0.11,0.14,0.03,1.08,2.09,1.64,0.58,4.3,2.18,1.2,1.02,1.09,0.08,1.04,2.1,49.17,0.98,11.55,3.97,35.06,3.82,5,2.58,1.43,0.15,0.02,1.41,0.85,3.14,1.24,0.07,"B",2021
"3546","O. Bošnjak","Northern Namemo Laand","DF","Swift Rustlers",26,1994,23.18,0.27,0.55,0.3,42.81,0.68,0.27,0.26,0.88,9.51,0.02,-0.03,0.03,0.13,0.09,0.11,0.06,0.21,64.14,71,90.3,1522.81,397.53,11.23,12.41,91.66,38.74,40.42,95.76,13.96,17.51,79.55,-0.05,-0.04,0.03,0.13,2.52,0.13,0.06,3.37,1.33,0.63,0.82,0.56,0.01,0.58,1.04,53.74,0.45,7.61,2.43,33.16,4.3,2.89,0.32,1.01,0.57,-0.08,0.46,1.09,2.55,4.39,0.09,"B",2021
"3547","J. Dahiru","Rarita","DF","Swift Rustlers",28,1992,22.07,0.02,0.1,0.01,0.07,0.27,-0.1,0.07,NA,29.42,0.1,-0.01,-0.03,-0.05,-0.01,-0.03,0.06,0.01,69.21,82.91,83.33,1339,470.01,24.27,27.2,89.36,35.61,40.22,88.63,8.08,13.69,59.77,0.08,0.15,0,1.09,5.27,1.21,0.37,5.99,2.91,1.73,1.39,1.1,0.27,1.37,2.26,64.01,0.89,10.71,4.2,38.9,4.64,4.71,1.61,1.4,0.16,-0.04,1.16,2.13,4.98,2.86,0.1,"B",2021
"3548","N. Ferhatovi?","Rosvi","DF","Swift Rustlers",19,2001,-0.08,-0.03,0.02,0.04,NA,0.04,0.06,NA,NA,NA,-0.06,-0.09,0.03,-0.05,0.05,NA,-0.03,0.09,-0.04,1.03,0.07,0.07,-0.03,-0.01,0.93,0.04,0.04,-0.03,NA,0.01,-0.1,NA,0.04,0.06,0.02,0.07,0.01,-0.03,-0.01,0.05,-0.04,-0.05,0.05,-0.03,0.06,0,0.03,NA,0.03,1.09,1.05,100.02,1.07,0.08,-0.09,-0.1,0.02,0.08,-0.03,-0.02,-0.06,1.01,0,"B",2021
"3549","A. Schmidt","Dosqaly","DFFW","Swift Rustlers",27,1993,24.65,0.1,0.37,0.19,37.54,0.22,0.09,0.13,0.31,9.63,0,-0.02,-0.08,0.12,-0.03,0.22,-0.11,-0.06,53.32,64.78,82.44,908.77,277.02,25.48,27.57,91.84,21.52,25.61,83.55,4.85,8.73,56.49,0.21,0.14,-0.14,1.7,3.21,1.41,0.79,3.8,3.35,2.03,1.59,1.26,0.59,1.42,2.41,56.97,1.05,16.66,5.89,35.68,6.07,6.82,3.83,1.6,-0.02,0.01,1.52,1.48,4.94,2.22,-0.01,"B",2021
"3550","A. Núñez","Rarita","DFMF","Swift Rustlers",20,2000,0.93,-0.06,1.03,0.04,0.02,0.96,0.09,-0.07,NA,19.1,-0.05,0.08,0.04,0.05,0.09,0.05,0,0.07,70.03,90.06,77.8,1361.08,394.93,31.98,37.98,84.24,24.92,32.98,75.78,12.02,14,85.65,0.03,0.26,-0.29,2.01,5.02,3.98,2.92,6.09,2.9,2.06,2.05,-0.05,0.94,1.94,4.07,50.07,2.1,17.1,5.91,35.21,5,11.04,0.97,2.08,-0.04,0.05,2.09,-0.07,3.05,5.08,0,"B",2021
"3567","R. Majoni","Coastpa Barleslands","MFDF","Swift Rustlers",21,1999,4.33,0.26,0.73,0.3,33.23,0.73,0.19,0.32,1.06,14.27,0.09,-0.07,-0.03,0.02,0.13,0.23,0.1,0.05,29.4,40.06,73.33,437.65,82.76,16.32,19.83,82.34,10.7,14.22,75.38,1.17,3.05,38.59,0.09,-0.07,0.01,0.46,1.3,0.19,-0.06,2.05,1.18,0.55,0.21,0.46,0.47,0.29,0.43,49.95,0.31,16.42,4.59,28.25,1.45,7.89,7.14,1.61,0.25,-0.01,1.42,0.31,1.38,0.76,-0.06,"B",2021
"3571","C. Danquah","Byasier Pujan","DF","Unaccountable Foxes",24,1995,0.23,0.02,-0.02,-0.09,NA,-0.02,0,NA,NA,NA,0.01,-0.04,0.06,0.01,0.07,NA,0.06,0.01,104.93,119.9,87.48,1655.01,465,59.93,59.98,100.1,45.05,50.02,90.02,0.07,5.09,-0.01,-0.09,0.09,-0.02,-0.02,10.04,0.05,-0.01,10.03,9.91,5.06,4.97,5.09,-0.09,-0.09,-0.03,NA,-0.03,20.02,9.97,50.01,5.08,5.07,10.03,-0.04,0.1,0.06,-0.1,4.93,14.94,0.01,-0.07,"B",2021
"3572","F. Kavalio?","Central Diasongo","DF","Unaccountable Foxes",19,2001,12.51,0.08,1.37,0.32,18.82,1.32,0.32,-0.03,0.09,14.5,0.08,0.01,-0.04,0.17,0.08,0.12,-0.06,-0.16,50.77,56.91,89.09,1038.4,368.87,15.15,16.6,91.33,27.8,30.28,92.06,6.73,8.55,78.62,0,0.02,-0.04,0.32,2.98,0.2,-0.02,3.14,0.86,0.66,0.57,0.34,-0.05,0.72,1.6,42.12,0.87,8.75,2.61,31,4.98,3.18,0.79,1.82,1.01,0.14,0.69,1.84,2.86,6.81,0.09,"B",2021
"3573","B. Nandudu","Dosqaly","DF","Unaccountable Foxes",19,2000,4.75,-0.08,0.41,0.21,49.99,0.48,0.21,-0.1,0.03,16.72,0.03,0.08,-0.1,0.04,0.07,0.04,-0.02,-0.1,64.45,79.72,80.79,1045.6,339.26,33.3,38.22,86.91,27.01,31.08,87.21,3.38,8.65,38.17,0.08,-0.02,-0.07,0.56,4.98,1.44,0.48,6.28,3.37,2.37,2.21,1.06,0.05,1.51,2.93,50.04,1.49,19.48,7.12,36.55,8.76,8.51,2.18,2.45,0.45,0.09,2.13,1.26,4.55,3.71,0.04,"B",2021
"3574","J. Delemovi?","Dosqaly","DF","Unaccountable Foxes",25,1994,32.34,0.01,0.62,0.07,14.92,0.65,0.04,0.14,0.68,20.4,0.08,0.03,0.04,0.12,0.11,0.01,0.09,0.03,56.25,70.82,79.3,1034.44,415.18,24.85,27.73,89.69,24.05,28.51,84.01,6.69,12.58,54.16,0.18,0.14,-0.03,2.14,4.13,1.69,0.6,6.69,1.54,1.13,0.66,0.66,0.05,0.52,1.41,36.4,0.84,10.92,3.77,34.41,4.59,4.12,2.19,2.05,0.49,-0.01,1.61,0.97,2.51,1.85,0.06,"B",2021
"3575","D. Byogero","Lefghau","DF","Unaccountable Foxes",33,1987,32.33,0.1,0.7,0.16,30.44,0.8,0.2,0.07,0.52,11.73,0,0.07,0.04,0.01,-0.02,0.05,0.02,0.1,55.82,62.78,88.9,1217.24,368.96,15.94,17.08,93.61,28.41,30.11,94.24,10.94,14.65,74.37,0.05,-0.02,0.02,0.25,3.77,0.14,0,3.79,1.44,0.85,1,0.4,0.09,0.46,0.73,59.99,0.21,6.48,2.17,31.53,3.18,3.17,0.36,1.35,0.61,0.01,0.82,1.23,2.69,5.35,0.19,"B",2021
"3576","U. Arthur","Lefghau","DF","Unaccountable Foxes",31,1989,0.91,0.05,0.05,-0.02,NA,-0.02,-0.01,NA,NA,NA,-0.03,-0.06,0.08,0.08,0.07,NA,0.04,-0.06,71.09,78.89,90.07,1780.01,547.83,19.92,21.02,94.73,24.35,25.5,95.68,24.31,29.97,81.53,-0.06,0.06,0.05,0.05,14.46,2.31,1.14,14.38,0.02,-0.04,-0.02,-0.06,0.08,-0.04,0.09,NA,0.08,4.53,1.13,24.98,-0.03,3.38,1.18,0.05,0,-0.04,0.03,0.02,0.04,6.59,0.04,"B",2021
"3577","E. Nakayiza","Mico","DF","Unaccountable Foxes",24,1996,2.01,0.08,2.41,0.01,0,2.3,-0.09,-0.09,NA,19.91,0.42,0.08,-0.06,0.16,0.19,0.12,-0.19,-0.12,49.92,55.65,89.61,1076.21,394.85,14.22,14.81,96.76,26.67,28.67,93.29,8.55,11.34,75.08,-0.08,0.1,-0.08,-0.1,3.75,-0.07,0.08,3.3,0.49,0.54,0.47,-0.1,-0.03,-0.07,0.92,0.09,0.9,11.09,2.36,21.68,4.27,5.73,1.03,0.89,-0.04,-0.01,1.03,-0.02,0.42,3.37,0.02,"B",2021
"3578","D. Vuji?","Pierrema","DF","Unaccountable Foxes",30,1989,1.71,-0.08,-0.05,-0.02,NA,0.06,0.03,NA,NA,NA,0,-0.03,0.08,-0.08,-0.03,NA,0.04,0.08,41.86,45.32,92.22,1044.2,298.27,7.73,8.73,86.71,20.65,20.52,100,12.98,14.73,88.07,0.03,0.07,-0.07,0.63,5.96,-0.09,-0.07,2.89,2.96,2.31,2.45,0.56,0.04,2.44,4.75,49.99,2.34,9.33,4.02,43.77,6.99,2.33,-0.03,4.08,1.79,0.02,2.44,3.43,6.39,7.67,0.03,"B",2021
"3579","S. Nayiga","Sobianitedrucy","DF","Unaccountable Foxes",27,1992,16.32,-0.08,0.17,0.03,50.08,0.25,0.17,-0.06,0.1,24.52,-0.09,0.01,0.06,-0.03,-0.06,0.13,0.02,0.01,49.52,58.75,84.21,901.78,345.25,22,24,91.74,21.67,24.71,87.21,5.44,8.31,64.4,0.11,0,-0.02,0.53,4.06,1.05,0.35,4.61,2.02,1.47,1.17,0.69,0.39,0.95,1.56,55.61,0.69,10.57,3.67,35.36,3.67,4.49,2.34,2.19,0.48,-0.01,1.87,2.26,4.34,2.9,0.1,"B",2021
"3580","H. Nyombi","Southern Ristan","DF","Unaccountable Foxes",25,1995,29.1,0.05,0.26,0.1,20.09,0.19,-0.02,0.24,1.08,16.86,-0.02,-0.02,0.04,-0.07,0.02,0.19,-0.05,-0.04,54.97,57.33,95.8,1153.31,343.42,15.72,16.38,95.38,29.66,30.26,97.83,9.3,10.09,92.29,-0.01,0.08,-0.04,-0.07,2.44,0.1,0.09,2.39,1.26,0.81,0.89,0.39,-0.02,0.26,0.48,57.13,0.2,6.27,2.61,41.35,2.91,2.93,0.22,2.38,1.14,-0.06,1.27,0.79,1.84,4.09,0.05,"B",2021
"3581","J. Rinaldi","Central Diasongo","DFFW","Unaccountable Foxes",23,1996,27.18,0.04,0.73,0.36,49.91,0.74,0.33,0.11,0.22,16.76,-0.02,-0.04,-0.06,0.07,0.02,0.05,-0.05,-0.12,49,61.54,79.48,821.45,323.53,25.69,28.3,90.85,18.78,24.29,77.29,3.9,6.96,55.42,0.12,0.22,0.05,0.82,2.99,0.76,0.44,4.33,2.89,1.75,1.73,0.85,0.42,1.02,2.04,50.02,1.09,11.15,3.65,32.14,5.51,3.77,1.73,1.48,0.09,-0.08,1.46,1.62,4.65,3.05,-0.02,"B",2021
"3582","I. Nanangwe","Dosqaly","DFMF","Unaccountable Foxes",17,2003,0.02,-0.03,0.04,0.03,NA,-0.08,-0.05,NA,NA,NA,0.05,-0.06,0.03,0.08,0.08,NA,0.05,-0.03,1.04,0.99,99.92,12.09,12,1.02,1.06,99.92,0.05,0.05,NA,0.04,0.08,NA,0.05,-0.05,0.07,-0.08,0.09,0.09,-0.01,0.09,0.08,0.1,-0.05,-0.08,-0.09,0,0,NA,0.05,0.99,0.03,-0.02,1.02,0.02,-0.02,0.06,-0.04,-0.1,0.02,0,-0.06,0.07,-0.05,"B",2021
"3600","Y. Peter","Central Namemo Laand","DF","Unethical Comets",29,1991,6.12,0.11,0.18,0.13,100.02,0.09,0.1,0.98,1.1,7.14,0.03,0.02,-0.07,0.09,0.08,0.19,0.16,0.07,37.5,49.6,75.67,718.62,343.8,15.2,17.58,86.14,14.87,18.03,82.04,6.31,11.83,53.45,0.2,-0.06,0.16,0.46,3.25,0.86,0.41,3.79,2.29,1.04,1.9,0.41,0.07,0.89,1.89,41.61,1.13,10.55,3.04,28.72,6.69,3.3,0.52,2.34,0.53,0.01,1.85,0.22,2.66,3.94,-0.07,"B",2021
"3601","B. Nassozi","Dosqaly","DF","Unethical Comets",35,1985,36.56,0.13,0.45,0.1,23.14,0.28,0.12,0.22,0.65,7.49,0.07,0.01,-0.02,0.03,-0.03,0.03,-0.01,-0.04,35.38,40.52,87.48,776.95,288.31,9.6,10.49,92.33,18.35,19.83,92.21,6.95,9.2,76.79,0.03,-0.06,-0.06,0.17,2.04,0.04,0.01,2.18,1.55,1.04,1.33,0.23,0.07,0.89,1.79,47.11,0.91,9,3.49,39.74,5.63,2.98,0.3,1.87,0.87,-0.02,0.77,1.26,2.77,5.12,0.05,"B",2021
"3602","B. Pandit","Dosqaly","DF","Unethical Comets",20,2000,1.06,0.02,-0.01,0.03,NA,0.04,-0.09,NA,NA,NA,-0.1,-0.07,0.07,-0.02,0,NA,-0.03,0.09,25.02,31.98,78.19,576.08,157.97,5.07,5.09,100.1,14.01,15.02,93.37,6.03,11.9,50.04,0.07,0,-0.09,0.07,-0.01,0,-0.07,0.04,1.97,0.91,1.07,0.99,-0.09,2,4.07,49.99,1.99,12.07,2.03,16.71,4.93,7.02,-0.03,5.02,4.99,0.06,0.04,-0.09,2.04,4.91,0.05,"B",2021
