Player Name,League,Squad,Country,Position,Annualized Salary
O. Amanyire,B,Serious Thunderbirds,Dosqaly,MF,"∂ 18,380,000"
R. Mujuni,B,Serious Thunderbirds,Dosqaly,MF,"∂ 13,520,000"
G. Avraham,B,Serious Thunderbirds,Dosqaly,MFDF,"∂ 17,810,000"
D. Dumitru,B,Serious Thunderbirds,Czechnor,MFFW,"∂ 28,060,000"
G. Debnath,B,Serious Thunderbirds,Dosqaly,MFFW,"∂ 28,990,000"
H. Chirwa,B,Serious Thunderbirds,Dosqaly,MFFW,"∂ 22,110,000"
N. Masango,B,Serious Thunderbirds,Dosqaly,MFFW,"∂ 5,680,000"
N. Opolot,B,Serious Thunderbirds,Dosqaly,MFFW,"∂ 1,630,000"
T. Amutuhaire,B,Serious Thunderbirds,Dosqaly,MFFW,"∂ 10,890,000"
Z. Katusiime,B,Serious Thunderbirds,Dosqaly,MFFW,"∂ 17,530,000"
H. Munetsi,B,Serious Thunderbirds,Pierrema,MFFW,"∂ 27,800,000"
E. Ilukol,B,Simple Jayhawks,Dosqaly,DF,"∂ 21,600,000"
F. Olinga,B,Simple Jayhawks,Dosqaly,DF,"∂ 17,170,000"
M. Ruggiero,B,Simple Jayhawks,Dosqaly,DF,"∂ 19,470,000"
L. Masaba,B,Simple Jayhawks,Nancipenuaroe,DF,"∂ 14,600,000"
J. Schuster,B,Simple Jayhawks,Reugha,DF,"∂ 15,160,000"
R. Dumont,B,Simple Jayhawks,Tabhu Striary,DF,"∂ 7,420,000"
D. Tshuma,B,Simple Jayhawks,Coastpa Barleslands,FW,"∂ 30,920,000"
X. Kwesiga,B,Simple Jayhawks,Coastpa Barleslands,FW,"∂ 20,670,000"
A. Salazar,B,Simple Jayhawks,Rarita,FW,"∂ 22,880,000"
U. Musekiwa,B,Simple Jayhawks,Southern Ristan,FW,"∂ 21,360,000"
E. Okonkwo,B,Simple Jayhawks,Coastpa Barleslands,FWMF,"∂ 14,060,000"
S. Moss,B,Simple Jayhawks,Coastpa Barleslands,FWMF,"∂ 36,280,000"
Y. Khatun,B,Simple Jayhawks,Coastpa Barleslands,FWMF,"∂ 26,150,000"
A. Tushabomwe,B,Simple Jayhawks,New Somoe,FWMF,"∂ 37,230,000"
J. Chukwu,B,Simple Jayhawks,Dosqaly,GK,"∂ 8,810,000"
R. Rizzi,B,Simple Jayhawks,Pierrema,GK,"∂ 20,690,000"
F. Evans,B,Simple Jayhawks,Central Diasongo,MF,"∂ 15,110,000"
Q. Kaseke,B,Simple Jayhawks,Central Diasongo,MF,"∂ 25,010,000"
J. Sembiring,B,Simple Jayhawks,Coastpa Barleslands,MF,"∂ 4,220,000"
O. Muwonge,B,Simple Jayhawks,Coastpa Barleslands,MF,"∂ 15,890,000"
A. Nwachukwu,B,Simple Jayhawks,Dosqaly,MF,"∂ 17,850,000"
P. Oravec,B,Simple Jayhawks,Dosqaly,MF,"∂ 24,660,000"
P. Otoo,B,Simple Jayhawks,Reugha,MF,"∂ 28,260,000"
E. Ooi,B,Simple Jayhawks,Reugha,MFDF,"∂ 16,860,000"
E. Maulana,B,Simple Jayhawks,Dosqaly,MFFW,"∂ 26,020,000"
G. Nugroho,B,Simple Jayhawks,New Rapore,MFFW,"∂ 19,400,000"
H. Amponsah,B,Simple Jayhawks,Pierrema,MFFW,"∂ 34,760,000"
S. Nalugwa,B,Simple Privateers,Biarizea,DF,"∂ 17,430,000"
M. Ma,B,Simple Privateers,Central Namemo Laand,DF,"∂ 9,760,000"
J. Kinoshita,B,Simple Privateers,Czechnor,DF,"∂ 8,790,000"
K. Ber,B,Simple Privateers,Dosqaly,DF,"∂ 10,420,000"
H. Naluyima,B,Simple Privateers,Lenia Gerdanho,DF,"∂ 18,000,000"
B. Bos,B,Simple Privateers,Nathuacamana,DF,"∂ 17,750,000"
N. Gumbo,B,Simple Privateers,People's Land of Maneau,DF,"∂ 19,030,000"
H. Lefebvre,B,Simple Privateers,Reugha,DF,"∂ 29,870,000"
P. Xu,B,Simple Privateers,Dosqaly,DFMF,"∂ 18,820,000"
D. Ochan,B,Simple Privateers,Coastpa Barleslands,FW,"∂ 21,260,000"
U. Utomo,B,Simple Privateers,Dosqaly,FW,"∂ 15,800,000"
X. Akol,B,Simple Privateers,Dosqaly,FW,"∂ 35,150,000"
Y. Fong,B,Simple Privateers,Dosqaly,FW,"∂ 17,850,000"
O. Martini,B,Simple Privateers,Tercapetralgrorus,FW,"∂ 32,990,000"
P. Otto,B,Simple Privateers,Dosqaly,FWDF,"∂ 20,210,000"
C. Shumba,B,Simple Privateers,Cabral Retrea,FWMF,"∂ 11,110,000"
F. Namajja,B,Simple Privateers,Central Badad,FWMF,"∂ 20,530,000"
H. Jiu,B,Simple Privateers,Central Diasongo,FWMF,"∂ 24,920,000"
F. Bizjak,B,Simple Privateers,Dosqaly,FWMF,"∂ 28,770,000"
J. Kirabo,B,Simple Privateers,Dosqaly,FWMF,"∂ 26,560,000"
V. Nagawa,B,Simple Privateers,Dosqaly,FWMF,"∂ 33,720,000"
V. Arnold,B,Simple Privateers,Coastpa Barleslands,GK,"∂ 11,630,000"
Z. Lefevre,B,Simple Privateers,Quewenia,GK,"∂ 21,100,000"
Y. Goh,B,Simple Privateers,Tito Mia,GK,"∂ 18,900,000"
R. Ferretti,B,Simple Privateers,Coastpa Barleslands,MF,"∂ 10,900,000"
B. bin Awang,B,Simple Privateers,Czechnor,MF,"∂ 27,310,000"
H. Karjalainen,B,Simple Privateers,Dosqaly,MF,"∂ 14,270,000"
J. Ssemanda,B,Simple Privateers,Dosqaly,MF,"∂ 12,660,000"
W. Mugisha,B,Simple Privateers,Dosqaly,MF,"∂ 20,160,000"
E. Becker,B,Simple Privateers,Central Namemo Laand,MFDF,"∂ 15,790,000"
B. Nakabugo,B,Simple Privateers,Sina Daofra,MFDF,"∂ 21,130,000"
O. Ali,B,Simple Privateers,Loco Phirema,MFFW,"∂ 26,800,000"
T. Owiny,B,Simple Privateers,Pierrema,MFFW,"∂ 22,680,000"
F. Baguma,B,Solemn Leopards,Coastpa Barleslands,DF,"∂ 27,960,000"
F. Hubert,B,Solemn Leopards,Dosqaly,DF,"∂ 27,540,000"
S. Chelangat,B,Solemn Leopards,Dosqaly,DF,"∂ 11,610,000"
G. Jumbe,B,Solemn Leopards,Imaar Vircoand,DF,"∂ 18,370,000"
K. Golan,B,Solemn Leopards,Lylimi,DF,"∂ 13,050,000"
M. Tseu,B,Solemn Leopards,Manlisgamncent,DF,"∂ 18,350,000"
A. Peña,B,Solemn Leopards,Nganion,DF,"∂ 19,020,000"
S. Candiru,B,Solemn Leopards,Nganion,DF,"∂ 19,920,000"
P. Chi,B,Solemn Leopards,Rarita,DF,"∂ 12,610,000"
R. Mutumba,B,Solemn Leopards,Dosqaly,DFFW,"∂ 30,020,000"
W. Salamah,B,Solemn Leopards,Lefghau,DFFW,"∂ 16,480,000"
C. Omar,B,Solemn Leopards,Dosqaly,FW,"∂ 28,270,000"
T. Marques,B,Solemn Leopards,Dosqaly,FW,"∂ 29,270,000"
P. Jackson,B,Solemn Leopards,Imaar Vircoand,FW,"∂ 26,230,000"
F. Nyakaisiki,B,Solemn Leopards,Nkasland Cronestan,FW,"∂ 26,960,000"
F. Schäfer,B,Solemn Leopards,Rosvi,FW,"∂ 22,680,000"
R. binti Mohamed,B,Solemn Leopards,Coastpa Barleslands,FWDF,"∂ 28,750,000"
Q. Okiror,B,Solemn Leopards,Dosqaly,FWMF,"∂ 34,100,000"
S. Abdullahi,B,Solemn Leopards,Dosqaly,FWMF,"∂ 27,380,000"
Z. Heinonen,B,Solemn Leopards,Dosqaly,FWMF,"∂ 27,090,000"
K. Baumann,B,Solemn Leopards,Tabhu Striary,FWMF,"∂ 24,230,000"
A. Mbusa,B,Solemn Leopards,Dosqaly,GK,"∂ 22,320,000"
N. Tumwesigye,B,Solemn Leopards,Dosqaly,GK,"∂ 16,350,000"
A. Odaga,B,Solemn Leopards,Byasier Pujan,MF,"∂ 19,460,000"
D. Cauhan,B,Solemn Leopards,Dosqaly,MF,"∂ 26,690,000"
F. Kobugabe,B,Solemn Leopards,Dosqaly,MF,"∂ 23,400,000"
K. Makaza,B,Solemn Leopards,Dosqaly,MF,"∂ 30,230,000"
Q. Muhammed,B,Solemn Leopards,Dosqaly,MF,"∂ 11,250,000"
Q. Ruzvidzo,B,Solemn Leopards,Dosqaly,MF,"∂ 22,830,000"
T. Tóth,B,Solemn Leopards,Dosqaly,MF,"∂ 19,890,000"
W. D'amico,B,Solemn Leopards,Dosqaly,MF,"∂ 24,330,000"
J. Odeke,B,Somber Stallions,Byasier Pujan,DF,"∂ 6,730,000"
M. Chavula,B,Somber Stallions,Dosqaly,DF,"∂ 18,200,000"
W. Aciro,B,Somber Stallions,Dosqaly,DF,"∂ 20,240,000"
I. Nabatanzi,B,Somber Stallions,Greri Landmoslands,DF,"∂ 16,110,000"
P. Nahabwe,B,Somber Stallions,Greri Landmoslands,DF,"∂ 6,510,000"
S. Lamptey,B,Somber Stallions,Manlisgamncent,DF,"∂ 24,140,000"
M. Nagudi,B,Somber Stallions,Pitpu Biaal,DF,"∂ 20,320,000"
L. James,B,Somber Stallions,Varijitri Isles,DF,"∂ 18,100,000"
L. Sichali,B,Somber Stallions,Central Democracy of Boekrainego,FW,"∂ 25,480,000"
N. Rebane,B,Somber Stallions,Varijitri Isles,FW,"∂ 31,730,000"
E. Teixeira,B,Somber Stallions,Slandsganiamayotteque,FWMF,"∂ 19,540,000"
K. Koppel,B,Somber Stallions,Varijitri Isles,FWMF,"∂ 28,720,000"
I. Kumari,B,Somber Stallions,Dosqaly,GK,"∂ 14,620,000"
E. Longwe,B,Somber Stallions,Dosqaly,MF,"∂ 16,210,000"
E. Tumukunde,B,Somber Stallions,Dosqaly,MF,"∂ 23,790,000"
G. Jesus,B,Somber Stallions,Dosqaly,MF,"∂ 14,090,000"
K. Gao,B,Somber Stallions,Greri Landmoslands,MF,"∂ 27,140,000"
X. Durand,B,Somber Stallions,Greri Landmoslands,MF,"∂ 34,480,000"
L. Aguilar,B,Somber Stallions,Lefghau,MF,"∂ 20,940,000"
J. Ginting,B,Somber Stallions,Dosqaly,MFDF,"∂ 40,290,000"
K. Guillaume,B,Somber Stallions,Dosqaly,MFFW,"∂ 28,400,000"
O. Kuloba,B,Supreme Janes,Central Namemo Laand,DF,"∂ 14,250,000"
G. Asiedu,B,Supreme Janes,Dosqaly,DF,"∂ 17,950,000"
L. Hasegawa,B,Supreme Janes,Dosqaly,DF,"∂ 12,520,000"
O. Alon,B,Supreme Janes,Dosqaly,DF,"∂ 20,180,000"
C. Amoding,B,Supreme Janes,Iverde,DF,"∂ 15,490,000"
I. Nantale,B,Supreme Janes,Lefghau,DF,"∂ 15,230,000"
J. Ferri,B,Supreme Janes,Reugha,DF,"∂ 11,090,000"
G. Suad,B,Supreme Janes,Lefghau,DFMF,"∂ 14,680,000"
B. Asamoah,B,Supreme Janes,Dosqaly,FW,"∂ 32,860,000"
E. Nankunda,B,Supreme Janes,Dosqaly,FW,"∂ 17,250,000"
K. Balogun,B,Supreme Janes,Lenia Gerdanho,FW,"∂ 13,740,000"
H. Sentongo,B,Supreme Janes,Reugha,FW,"∂ 23,370,000"
B. Roche,B,Supreme Janes,Dosqaly,FWMF,"∂ 32,890,000"
E. Lund,B,Supreme Janes,Republic of Denand Landsa,FWMF,"∂ 34,320,000"
R. Mkandla,B,Supreme Janes,Southern Ristan,FWMF,"∂ 23,710,000"
O. Burgos,B,Supreme Janes,Dosqaly,GK,"∂ 20,640,000"
L. Mirzaei,B,Supreme Janes,Biarizea,MF,"∂ 27,350,000"
C. Sagal,B,Supreme Janes,Dosqaly,MF,"∂ 10,210,000"
P. Lo,B,Supreme Janes,Dosqaly,MF,"∂ 24,590,000"
M. Okumu,B,Supreme Janes,Nganion,MF,"∂ 10,420,000"
B. Apio,B,Supreme Janes,Pierrema,MF,"∂ 33,340,000"
G. Albrecht,B,Supreme Janes,Dosqaly,MFFW,"∂ 17,110,000"
H. Pang,B,Supreme Janes,Dosqaly,MFFW,"∂ 15,340,000"
K. Macuacua,B,Supreme Janes,Dosqaly,MFFW,"∂ 18,460,000"
Y. Makavan,B,Supreme Janes,Dosqaly,MFFW,"∂ 37,100,000"
H. Romero,B,Swift Rustlers,Coastpa Barleslands,DF,"∂ 22,690,000"
D. Tweheyo,B,Swift Rustlers,Dosqaly,DF,"∂ 17,560,000"
H. Mphande,B,Swift Rustlers,Dosqaly,DF,"∂ 10,830,000"
M. Kamya,B,Swift Rustlers,Dosqaly,DF,"∂ 20,370,000"
C. Kazibwe,B,Swift Rustlers,Lefghau,DF,"∂ 13,410,000"
O. Bošnjak,B,Swift Rustlers,Northern Namemo Laand,DF,"∂ 25,600,000"
J. Dahiru,B,Swift Rustlers,Rarita,DF,"∂ 19,090,000"
N. Ferhatovi?,B,Swift Rustlers,Rosvi,DF,"∂ 7,210,000"
A. Schmidt,B,Swift Rustlers,Dosqaly,DFFW,"∂ 34,970,000"
A. Núñez,B,Swift Rustlers,Rarita,DFMF,"∂ 22,730,000"
L. Castro,B,Swift Rustlers,Dosqaly,FW,"∂ 28,080,000"
Z. Pinto,B,Swift Rustlers,Republic of Denand Landsa,FW,"∂ 22,360,000"
Y. Salminen,B,Swift Rustlers,Dosqaly,FWMF,"∂ 27,410,000"
U. Musa,B,Swift Rustlers,Esia,FWMF,"∂ 33,290,000"
F. Monday,B,Swift Rustlers,Pahon,FWMF,"∂ 23,440,000"
M. Sardar,B,Swift Rustlers,Sobianitedrucy,FWMF,"∂ 29,670,000"
Q. Permana,B,Swift Rustlers,Dosqaly,GK,"∂ 8,550,000"
G. ?ahin,B,Swift Rustlers,Nkasland Cronestan,GK,"∂ 8,530,000"
R. Odur,B,Swift Rustlers,Sobianitedrucy,GK,"∂ 14,990,000"
B. Guillot,B,Swift Rustlers,Central Diasongo,MF,"∂ 24,890,000"
C. Langa,B,Swift Rustlers,Dosqaly,MF,"∂ 20,670,000"
F. Perrin,B,Swift Rustlers,Dosqaly,MF,"∂ 16,290,000"
G. Nabasa,B,Swift Rustlers,Dosqaly,MF,"∂ 27,930,000"
P. Byarugaba,B,Swift Rustlers,Greri Landmoslands,MF,"∂ 26,640,000"
Y. Molnár,B,Swift Rustlers,Nganion,MF,"∂ 17,110,000"
K. Pavi?,B,Swift Rustlers,Southern Ristan,MF,"∂ 29,270,000"
R. Majoni,B,Swift Rustlers,Coastpa Barleslands,MFDF,"∂ 10,300,000"
E. Eliyahu,B,Swift Rustlers,Dosqaly,MFFW,"∂ 20,560,000"
L. Prasad,B,Swift Rustlers,Eastern Sleboube,MFFW,"∂ 27,020,000"
O. Ninsiima,B,Swift Rustlers,Greri Landmoslands,MFFW,"∂ 30,680,000"
C. Danquah,B,Unaccountable Foxes,Byasier Pujan,DF,"∂ 29,950,000"
F. Kavalio?,B,Unaccountable Foxes,Central Diasongo,DF,"∂ 22,730,000"
B. Nandudu,B,Unaccountable Foxes,Dosqaly,DF,"∂ 10,250,000"
J. Delemovi?,B,Unaccountable Foxes,Dosqaly,DF,"∂ 18,760,000"
D. Byogero,B,Unaccountable Foxes,Lefghau,DF,"∂ 20,620,000"
U. Arthur,B,Unaccountable Foxes,Lefghau,DF,"∂ 15,250,000"
E. Nakayiza,B,Unaccountable Foxes,Mico,DF,"∂ 17,040,000"
D. Vuji?,B,Unaccountable Foxes,Pierrema,DF,"∂ 13,740,000"
S. Nayiga,B,Unaccountable Foxes,Sobianitedrucy,DF,"∂ 13,800,000"
H. Nyombi,B,Unaccountable Foxes,Southern Ristan,DF,"∂ 14,450,000"
J. Rinaldi,B,Unaccountable Foxes,Central Diasongo,DFFW,"∂ 28,380,000"
I. Nanangwe,B,Unaccountable Foxes,Dosqaly,DFMF,"∂ 13,990,000"
Y. Manjate,B,Unaccountable Foxes,Byasier Pujan,FW,"∂ 29,160,000"
F. Got?,B,Unaccountable Foxes,Central Namemo Laand,FW,"∂ 34,500,000"
D. Atyang,B,Unaccountable Foxes,Dosqaly,FW,"∂ 6,340,000"
R. Nor,B,Unaccountable Foxes,Dosqaly,FW,"∂ 3,850,000"
T. Kuok,B,Unaccountable Foxes,Dosqaly,FW,"∂ 28,260,000"
U. Iskandar,B,Unaccountable Foxes,Dosqaly,FW,"∂ 26,800,000"
Z. Ndawula,B,Unaccountable Foxes,Eastern Covaki,FW,"∂ 30,310,000"
H. Mubaiwa,B,Unaccountable Foxes,Rarita,FW,"∂ 32,680,000"
E. König,B,Unaccountable Foxes,Dosqaly,FWMF,"∂ 22,350,000"
F. Carbone,B,Unaccountable Foxes,Greri Landmoslands,GK,"∂ 14,750,000"
M. Mugeni,B,Unaccountable Foxes,Dosqaly,MF,"∂ 31,860,000"
B. Akullu,B,Unaccountable Foxes,Lefghau,MF,"∂ 35,470,000"
I. Oryema,B,Unaccountable Foxes,Lefghau,MF,"∂ 21,620,000"
S. Nabasa,B,Unaccountable Foxes,Lefghau,MF,"∂ 32,830,000"
X. Méndez,B,Unaccountable Foxes,Lefghau,MF,"∂ 26,530,000"
O. Nakisige,B,Unaccountable Foxes,Reugha,MF,"∂ 26,490,000"
M. Azulay,B,Unaccountable Foxes,Dosqaly,MFFW,"∂ 27,760,000"
Y. Peter,B,Unethical Comets,Central Namemo Laand,DF,"∂ 8,630,000"
B. Nassozi,B,Unethical Comets,Dosqaly,DF,"∂ 12,940,000"
B. Pandit,B,Unethical Comets,Dosqaly,DF,"∂ 2,580,000"
K. Cohen,B,Unethical Comets,Dosqaly,DF,"∂ 13,280,000"
R. Dube,B,Unethical Comets,Dosqaly,DF,"∂ 15,590,000"
D. Nangiro,B,Unethical Comets,Greri Landmoslands,DF,"∂ 26,150,000"
L. Kalni?š,B,Unethical Comets,Lefghau,DF,"∂ 20,970,000"
M. Mizrahi,B,Unethical Comets,Rosvi,DF,"∂ 16,950,000"
H. Afriyie,B,Unethical Comets,Dosqaly,DFMF,"∂ 28,760,000"
R. Okwera,B,Unethical Comets,Dosqaly,FW,"∂ 29,250,000"
C. Abaho,B,Unethical Comets,Pierrema,FW,"∂ 38,250,000"
D. Masuku,B,Unethical Comets,Dosqaly,FWMF,"∂ 28,620,000"
A. Uy,B,Unethical Comets,People's Land of Maneau,FWMF,"∂ 21,490,000"
G. Parisi,B,Unethical Comets,Rosvi,FWMF,"∂ 22,570,000"
L. Dahl,B,Unethical Comets,Dosqaly,GK,"∂ 12,440,000"
Y. binti Omar,B,Unethical Comets,Quewenia,GK,"∂ 29,220,000"
G. Ampofo,B,Unethical Comets,Buhegeor,MF,"∂ 14,480,000"
G. Heydari,B,Unethical Comets,Dosqaly,MF,"∂ 20,250,000"
I. Namutosi,B,Unethical Comets,Dosqaly,MF,"∂ 13,170,000"
J. Opolot,B,Unethical Comets,Dosqaly,MF,"∂ 17,900,000"
K. Nakazzi,B,Unethical Comets,Dosqaly,MF,"∂ 13,070,000"
X. Kamble,B,Unethical Comets,Dosqaly,MF,"∂ 30,570,000"
J. Mutyaba,B,Unethical Comets,Dosqaly,MFDF,"∂ 12,350,000"
O. Isaac,B,Unethical Comets,Dosqaly,MFDF,"∂ 11,050,000"
E. Rashidi,B,Unethical Comets,Landli Blicporlip,MFFW,"∂ 36,630,000"
H. Isa,B,Villainous Eagles,Central Diasongo,DF,"∂ 11,130,000"
K. Weiß,B,Villainous Eagles,Central Diasongo,DF,"∂ 11,910,000"
Y. Bano,B,Villainous Eagles,Central Diasongo,DF,"∂ 18,970,000"
G. Baig,B,Villainous Eagles,Dosqaly,DF,"∂ 16,750,000"
M. Okori,B,Villainous Eagles,Dosqaly,DF,"∂ 9,650,000"
S. Parisi,B,Villainous Eagles,Dosqaly,DF,"∂ 15,050,000"
U. Heilig,B,Villainous Eagles,Dosqaly,DF,"∂ 12,230,000"
U. bin Salleh,B,Villainous Eagles,Unicorporated Tiagascar,DF,"∂ 24,250,000"
E. Kinoshita,B,Villainous Eagles,Biarizea,FW,"∂ 32,340,000"
E. Ajwang,B,Villainous Eagles,Central Namemo Laand,FW,"∂ 33,790,000"
J. Natukunda,B,Villainous Eagles,Dosqaly,FW,"∂ 27,530,000"
L. Zamani,B,Villainous Eagles,Dosqaly,FW,"∂ 7,010,000"
P. Kamya,B,Villainous Eagles,Dosqaly,FW,"∂ 20,570,000"
O. Musiimenta,B,Villainous Eagles,Ucame Ofne,FW,"∂ 38,280,000"
X. Nabaggala,B,Villainous Eagles,Biarizea,FWMF,"∂ 25,100,000"
Z. Ogawa,B,Villainous Eagles,Coastpa Barleslands,FWMF,"∂ 9,880,000"
C. B?rzi?š,B,Villainous Eagles,Dosqaly,FWMF,"∂ 26,410,000"
C. Hu,B,Villainous Eagles,Dosqaly,FWMF,"∂ 10,580,000"
F. Adiru,B,Villainous Eagles,Dosqaly,FWMF,"∂ 25,850,000"
D. Businge,B,Villainous Eagles,Greri Landmoslands,FWMF,"∂ 36,530,000"
Q. Yamazaki,B,Villainous Eagles,Pierrema,FWMF,"∂ 33,190,000"
J. Mercier,B,Villainous Eagles,Dosqaly,GK,"∂ 18,790,000"
G. Song,B,Villainous Eagles,Dosqaly,MF,"∂ 15,690,000"
M. Ojo,B,Villainous Eagles,Dosqaly,MF,"∂ 23,210,000"
N. Kigongo,B,Villainous Eagles,Dosqaly,MF,"∂ 29,350,000"
P. Nieminen,B,Villainous Eagles,Dosqaly,MF,"∂ 23,450,000"
P. Romero,B,Villainous Eagles,Dosqaly,MF,"∂ 22,450,000"
T. Pärn,B,Villainous Eagles,Dosqaly,MF,"∂ 10,300,000"
Y. Kat?,B,Villainous Eagles,Dosqaly,MFDF,"∂ 15,120,000"
J. Nakamya,B,Villainous Eagles,Dosqaly,MFFW,"∂ 23,650,000"
T. Lwanga,B,Villainous Eagles,Reugha,MFFW,"∂ 31,190,000"
B. Waon,B,Weak Blimps,Badad,DF,"∂ 24,550,000"
N. Nakacwa,B,Weak Blimps,Central Diasongo,DF,"∂ 20,510,000"
V. Koller,B,Weak Blimps,Coastpa Barleslands,DF,"∂ 29,470,000"
D. Hí,B,Weak Blimps,Dosqaly,DF,"∂ 7,930,000"
K. Okwir,B,Weak Blimps,Dosqaly,DF,"∂ 22,190,000"
M. Begu,B,Weak Blimps,Dosqaly,DF,"∂ 13,420,000"
M. Lunkuse,B,Weak Blimps,Dosqaly,DF,"∂ 13,390,000"
Q. bin Abd Rahman,B,Weak Blimps,Dosqaly,DF,"∂ 15,420,000"
Z. Akoth,B,Weak Blimps,Dosqaly,DF,"∂ 20,790,000"
J. Irawan,B,Weak Blimps,Giumle Lizeibon,DF,"∂ 13,790,000"
B. Kayondo,B,Weak Blimps,Lefghau,DF,"∂ 22,820,000"
P. Tumwine,B,Weak Blimps,Lefghau,DF,"∂ 11,470,000"
X. Lubega,B,Weak Blimps,Lefghau,DF,"∂ 18,240,000"
G. Kasamba,B,Weak Blimps,Quewenia,DF,"∂ 14,300,000"
F. Fournier,B,Weak Blimps,Pierrema,DFMF,"∂ 36,220,000"
J. Yeo,B,Weak Blimps,Dosqaly,FW,"∂ 31,480,000"
P. Khoh,B,Weak Blimps,Mico,FW,"∂ 28,650,000"
F. Shaikh,B,Weak Blimps,Dosqaly,FWMF,"∂ 27,450,000"
I. Irumba,B,Weak Blimps,Dosqaly,FWMF,"∂ 9,680,000"
J. Nakayama,B,Weak Blimps,Dosqaly,FWMF,"∂ 36,110,000"
K. binti Ali,B,Weak Blimps,Dosqaly,FWMF,"∂ 27,100,000"
M. Mubangizi,B,Weak Blimps,Greri Landmoslands,FWMF,"∂ 30,740,000"
T. Winkler,B,Weak Blimps,Quewenia,FWMF,"∂ 30,510,000"
C. V?tols,B,Weak Blimps,Imaar Vircoand,GK,"∂ 13,780,000"
A. Koz?owski,B,Weak Blimps,Dosqaly,MF,"∂ 33,600,000"
B. Nalugwa,B,Weak Blimps,Dosqaly,MF,"∂ 21,760,000"
N. Maeda,B,Weak Blimps,Dosqaly,MF,"∂ 32,650,000"
T. Nyanzi,B,Weak Blimps,Dosqaly,MF,"∂ 17,690,000"
P. Li,B,Weak Blimps,Dosqaly,MFFW,"∂ 25,480,000"
T. Kuok,B,Weak Blimps,Dosqaly,MFFW,"∂ 16,260,000"
O. Ssenabulya,B,Weak Blimps,Pierrema,MFFW,"∂ 35,940,000"
B. Waon,B,Wet Monarchs,Badad,DF,"∂ 12,510,000"
F. Aminu,B,Wet Monarchs,Dosqaly,DF,"∂ 9,950,000"
J. Wojciechowski,B,Wet Monarchs,Dosqaly,DF,"∂ 24,120,000"
L. Akech,B,Wet Monarchs,Dosqaly,DF,"∂ 22,950,000"
L. bin Osman,B,Wet Monarchs,Dosqaly,DF,"∂ 22,250,000"
Q. Becker,B,Wet Monarchs,Dosqaly,DF,"∂ 18,040,000"
U. Mousavi,B,Wet Monarchs,Dosqaly,DF,"∂ 14,190,000"
X. Kyei,B,Wet Monarchs,Dosqaly,DF,"∂ 19,810,000"
N. Bianco,B,Wet Monarchs,Lylimi,DF,"∂ 25,860,000"
D. Anyango,B,Wet Monarchs,Redohrainbri,DF,"∂ 19,190,000"
L. Lukwago,B,Wet Monarchs,Coastpa Barleslands,FW,"∂ 34,160,000"
L. Chandia,B,Wet Monarchs,Dosqaly,FW,"∂ 26,060,000"
M. Maimon,B,Wet Monarchs,Dosqaly,FW,"∂ 28,180,000"
S. Gwenzi,B,Wet Monarchs,Pierrema,FW,"∂ 22,870,000"
M. Ramírez,B,Wet Monarchs,Reugha,FW,"∂ 15,200,000"
C. Domínguez,B,Wet Monarchs,Southern Viout Aman,FW,"∂ 26,470,000"
L. Amule,B,Wet Monarchs,Dosqaly,FWMF,"∂ 13,510,000"
A. Serrano,B,Wet Monarchs,Pierrema,FWMF,"∂ 21,980,000"
G. Razak,B,Wet Monarchs,Dosqaly,GK,"∂ 19,280,000"
P. Tse,B,Wet Monarchs,Biarizea,MF,"∂ 10,450,000"
Y. Yanti,B,Wet Monarchs,Coastpa Barleslands,MF,"∂ 27,740,000"
B. Murray,B,Wet Monarchs,Danan Seekeeling,MF,"∂ 19,160,000"
B. Ndlovu,B,Wet Monarchs,Dosqaly,MF,"∂ 30,380,000"
C. Rathod,B,Wet Monarchs,Dosqaly,MF,"∂ 17,110,000"
J. Nakubulwa,B,Wet Monarchs,Dosqaly,MF,"∂ 10,360,000"
Z. Wati,B,Wet Monarchs,Dosqaly,MF,"∂ 19,390,000"
X. Tu,B,Wet Monarchs,Rarita,MF,"∂ 17,810,000"
G. Mbeiza,B,Wet Monarchs,Tito Mia,MF,"∂ 23,030,000"
V. Krisensen,B,Wet Monarchs,Dosqaly,MFDF,"∂ 20,390,000"
U. Kristiansen,B,Wet Monarchs,Dosqaly,MFFW,"∂ 24,180,000"
Y. Jokinen,B,Wet Monarchs,Dosqaly,MFFW,"∂ 30,640,000"
W. Okumu,B,Wet Monarchs,Unicorporated Tiagascar,MFFW,"∂ 23,720,000"
T. Hoe,B,Wet Monarchs,Xikong,MFFW,"∂ 31,080,000"
S. Busch,C,Awkward Trailblazers,Galamily,DF,"∂ 17,250,000"
P. Konadu,C,Awkward Trailblazers,Giumle Lizeibon,DF,"∂ 18,850,000"
D. Okech,C,Awkward Trailblazers,Leoneku Guidisia,DF,"∂ 19,640,000"
S. Chemutai,C,Awkward Trailblazers,Rosvi,DF,"∂ 16,490,000"
Q. Busobozi,C,Awkward Trailblazers,Varijitri Isles,DF,"∂ 23,860,000"
X. Ahmad,C,Awkward Trailblazers,Xikong,DF,"∂ 15,410,000"
I. Nartey,C,Awkward Trailblazers,Esia,DFFW,"∂ 16,800,000"
G. Chee,C,Awkward Trailblazers,Deshslands Landdenhai,FW,"∂ 4,310,000"
